Emotion,Text
disgust,"` What we are seeing now is a public revulsion against violence in society which is feeding through to a desire for greater sensitivity by programme makers , "" he said . "
surprise,Kate 's voice was husky and bewildered .
disgust,"Shortly after he spoke , the first of what could become a flood of disgruntled clergy announced he was leaving the Church of England . "
anger,"Christina blushed , angry at being spoken to like a member of staff . "
sad,"If , as she suspected , Elizabeth was miserable because of that dreary village sawbones , then it was dishonest and unlikeable of her to pretend that it was because of her sister-in-law . "
fear,Nervous for Meh'Lindi 's safety ?
shame,"It should have been irresistible and yet we hesitated , embarrassed at having taken so long . "
surprise,"Utterly flabbergasted , Leith began to realise that he was accusing her of announcing their ` engagement "" to all and sundry . "
anger,"With a grunt of exasperation , Henry leapt across the room and into the yard , crossing the space between kitchen and dining room until he reached the stables . "
anger,"I have grown up to be distrustful of men , doubtful of my own goodness , extremely resentful and explosively angry . "
sad,"Her voice shook , her face was white with anguish . "
happy,"` Now that I 've seen the finished copy I 'm delighted that I encouraged Susan to write it , "" said Mrs Major . "
shame,"The headmaster stood at the front of the class with Jim looking rather embarrassed and announced , "
sad,"I was too miserable to giggle , but I wondered if the fiances had when he postured on his lawn . "
anger,Carlie and Harvey feel bitter and resentful about the way they 've been treated .
surprise,Maurice seemed startled .
anger,"` Oh ! "" she bleated , her voice high and rather indignant . "
anger,"He was incensed , stunned , at her action , and stood rigid with anger as he felt the slime roll down his cheek . "
anger,"The rebels --- who want the government to recognize them as a legitimate force of change --- were miffed that the bill referred them in vague terms , such as `` dissenting groups in Chiapas . ''"
disgust,We are getting a bit fed-up of people saying how badly opponents play against us .
disgust,"He said he would be happy to lead the march planned for next Sunday ` to show the city 's revulsion for terrorism . "" "
shame,"They were very polite , but also very embarrassed . "
fear,"They caught a suspicious individual one evening , and turned him over to the police ; but he turned out to be a frightened bilberry-picker who had lost his way . "
surprise,"Her lovely face reflecting her complete and utter bewilderment , she queried slowly , ` Why on earth would I want to claim kinship ? "" "
shame,Eight out of 10 agreed it was OK for girls to carry condoms but half said they would be too embarrassed to buy them .
fear,"Horror by gunfire differs little from horror inflicted by the guillotine , sword or wheel , it seems , and sheer bestiality lurks only fractionally below the veneer of so-called civilized societies . "
sad,"I felt quite depressed about it . "" "
happy,So we 're delighted to bring our conference to support our members in Portsmouth .
happy,"Griffin Moss is a contented artist until he receives an enigmatic note from Sabine Strohem , a stranger from a South Pacific island . "
shame,"It was less that I was too proud , more that I was too embarrassed . "
shame,"Modigliani felt the pain of these visits more than any of them , and was horrified to see his old friend in dingy and sinister surroundings , humiliated and frightened . "
sad,"In an attempt to counteract despondency , to reclaim the green world for itself , not solely as a balm for my despair , I arranged with Barry 's help an interview with David Ricalde . "
sad,"The truth was that Mr Wolski was sad with himself , for he did not wish to stay on at the Zoo any longer . "
fear,"He looked at the children , at Nick 's horrified face , and then at Auntie Lou . "
disgust,"`` A lot of people , they 're absolutely revolted by the fact that these evil , depraved IRA godfathers can recruit impressionable young Irish people into ( committing ) appalling acts of violence . ''"
anger,Mitchum was furious when he heard that .
surprise,He discovered to his astonishment that Frank now professed atheism .
shame,"` In every sense , of course , including the biblical , "" he added in a penetrating whisper clearly audible to his embarrassed family . "
shame,"Joseph hung back walking slowly as the others moved on again , and his mother , noticing his discomfited expression , waited for him at the side of the track . "
surprise,"The pain had faded into the background and she was starting to feel stupefied , her head stuffed with cotton wool , her eyes heavy . "
happy,"Indeed , the two M boys themselves were not totally happy at first at having these initially undisciplined children visiting their home and generally being around on a regular basis . "
